lemma,freq_rank,raw_freq,source_forms,source_count
bosque,1385,29549,bosque|bosques,2
gay,1386,29668,gay|gays,2
señores,1387,25187,señores,1
pierna,1389,45551,piernas|pierna,2
visitar,1390,53325,visita|visitar|visitas|visitando|visitado|visite|visitaba|visito|visitamos|visitan|visitaron|visitaste|visitaremos|visitara|visiten,15
parís,1391,25111,parís,1
ganado,1393,25339,ganado|ganados,2
movimiento,1394,33356,movimiento|movimientos,2
inocente,1397,32705,inocente|inocentes,2
pesar,1398,28966,pesar|pese|pesan|pesaba|pesando|pesares,6
absoluto,1399,28324,absoluto|absoluta,2
habías,1404,24885,habías,1
cine,1406,25538,cine|cines,2
brillante,1408,30060,brillante|brillantes,2
confianza,1409,24733,confianza,1
vuestro,1410,68756,vuestra|vuestro|vuestros|vuestras,4
especialmente,1412,24660,especialmente,1
fbi,1413,24627,fbi,1
embarazada,1414,25946,embarazada|embarazadas,2
defensa,1417,26540,defensa|defensas,2
terminó,1418,24592,terminó,1
estupendo,1420,32202,estupendo|estupenda|estupendos|estupendas,4
jane,1421,24469,jane,1
presión,1422,24457,presión,1
inmediatamente,1423,24410,inmediatamente,1
testigo,1424,40196,testigo|testigos,2
deberían,1425,24391,deberían,1
soldado,1427,47793,soldados|soldado,2
resulta,1428,24769,resulta|resultas,2
tommy,1429,24300,tommy,1
depender,1430,30998,depende|dependiendo|depender|dependen|dependiera|dependemos|dependo|dependa,8
motivo,1431,33822,motivo|motivos,2
inglés,1432,24267,inglés,1
acabar,1435,86639,acabar|acabamos|acaban|acabe|acababa|acabaron|acabemos|acabando|acabada|acabaremos|acabara|acabaste|acaben|acababan|acabad|acababas|acabaran|acabaras|acabase,19
sentimiento,1436,34126,sentimientos|sentimiento,2
propósito,1442,24020,propósito,1
partir,1444,29003,partir|partimos|parta|partiendo|partiremos|partieron|parten|partamos|partan,9
metro,1446,33526,metros|metro,2
quedarse,1448,25663,quedarse|quedaos,2
podrá,1450,23914,podrá,1
cuántas,1451,23906,cuántas,1
ridículo,1452,23895,ridículo,1
dama,1453,46186,damas|dama,2
operación,1456,23863,operación,1
empresa,1458,29658,empresa|empresas,2
ayúdame,1459,23854,ayúdame,1
laboratorio,1460,26110,laboratorio|laboratorios,2
elección,1461,23826,elección,1
menudo,1462,28249,menudo|menuda|menudos,3
beso,1463,29539,beso|besos,2
copa,1464,29574,copa|copas,2
conversación,1465,23746,conversación,1
espíritu,1467,23706,espíritu,1
cansar,1469,47470,cansado|cansada|cansados|cansando|canse|cansan|cansadas|cansar|cansaste|cansarse|cansaron,11
interesa,1470,23602,interesa,1
casado,1472,49252,casado|casada|casados|casadas,4
enorme,1473,29438,enorme|enormes,2
muestra,1476,32587,muestra|muestras,2
trampa,1477,28369,trampa|trampas,2
ray,1478,23492,ray,1
billy,1479,23444,billy,1
memoria,1480,25505,memoria|memorias,2
johnny,1481,23426,johnny,1
contrario,1482,23649,contrario|contrarios,2
turno,1485,26360,turno|turnos,2
encantaría,1486,23397,encantaría,1
preocupar,1487,84481,preocupado|preocupe|preocupada|preocupados|preocupen|preocupaba|preocupan|preocupar|preocupamos|preocupando|preocupara|preocupadas|preocuparas|preocupaste|preocupemos|preocupaban|preocuparemos|preocupabas,18
escrito,1490,25274,escrito|escritos,2
cálmate,1491,23322,cálmate,1
bienvenida,1492,24742,bienvenida|bienvenidas,2
caer,1493,72080,caer|cae|cayendo|caiga|caen|caes|cayeron|caigo|cayera|caigan|caigas|caemos|caido|caida|caeremos|cayeran|caiste|cayese|caigamos,19
llevaré,1494,23274,llevaré,1
red,1498,23197,red,1
solamente,1500,23166,solamente,1
estén,1502,23127,estén,1
anillo,1505,27562,anillo|anillos,2
richard,1506,23102,richard,1
victoria,1508,24528,victoria|victorias,2
quiénes,1509,23032,quiénes,1
héroe,1510,23032,héroe,1
pequeños,1511,23029,pequeños,1
películas,1513,22995,películas,1
responsable,1514,27554,responsable|responsables,2
trago,1515,28308,trago|tragos,2
volverá,1516,22878,volverá,1
árbol,1517,22850,árbol,1
diente,1519,27468,dientes|diente,2
camión,1521,22794,camión,1
detente,1524,22743,detente,1
luchar,1525,46479,luchar|luchando|luchado|luchamos|luchan|lucharon|lucharemos|luchaba|luche|luchen|luchaste|luchemos|luchaban|luchad,14
cabo,1526,24461,cabo|cabos,2
ruido,1527,26233,ruido|ruidos,2
lucha,1528,24801,lucha|luchas,2
reloj,1530,25546,reloj|relojes,2
gato,1531,33261,gato|gatos|gata|gatas,4
averiguar,1532,31093,averiguar|averiguado|averiguaremos|averiguaste|averiguamos|averiguando|averiguaron|averiguara|averiguan|averigue,10
volar,1533,53837,volar|volando|vuela|vuelan|volado|volamos|vuele|volaron|vuelen|volaremos|volaba|vuelas|volaste|volemos|volara|volaban|vueles|volados|volaran,19
vendrá,1536,22548,vendrá,1
colegio,1539,23526,colegio|colegios,2
sonido,1540,26574,sonido|sonidos,2
pasada,1542,24622,pasada|pasadas,2
código,1543,22378,código,1
imagen,1545,22339,imagen,1
riesgo,1546,28638,riesgo|riesgos,2
millón,1550,22303,millón,1
hielo,1553,22495,hielo|hielos,2
coño,1554,22270,coño,1
cayó,1555,22244,cayó,1
prensa,1556,22244,prensa,1
eddie,1559,22197,eddie,1
televisión,1561,22129,televisión,1
pasará,1562,22111,pasará,1
coger,1564,58989,coger|coge|coges|cogiendo|cogiste|coged|cogieron|cogen|cogemos|cogeremos|cojan|cogimos|cojamos|cogiera|cogieran|cogieras,16
posibilidad,1565,34263,posibilidad|posibilidades,2
mark,1567,22087,mark,1
asiento,1568,28441,asiento|asientos,2
herido,1570,28641,herido|heridos,2
maría,1571,22039,maría,1
seguramente,1572,22019,seguramente,1
proyecto,1573,25665,proyecto|proyectos,2
pared,1574,31873,pared|paredes,2
sentí,1575,21974,sentí,1
sospechoso,1576,32633,sospechoso|sospechosos|sospechosa|sospechosas,4
naturaleza,1577,21922,naturaleza,1
ésa,1578,21914,ésa,1
perdió,1580,21883,perdió,1
robert,1581,21882,robert,1
policías,1582,21865,policías,1
arreglar,1583,47908,arreglar|arreglado|arreglaremos|arreglando|arregle|arreglamos|arreglaste|arreglada|arreglen|arreglan|arreglaron|arreglemos|arreglara|arreglaba|arreglados|arreglare|arregladas,17
papi,1585,22003,papi|papis,2
obtener,1587,48000,obtener|obtuvo|obtiene|obtuve|obtenido|obtienes|obtuviste|obtengo|obtenga|obtienen|obtuvimos|obtenemos|obteniendo|obtuvieron|obtendremos|obtengan|obtengamos|obtengas|obtenida,19
señoría,1589,21787,señoría,1
cantidad,1590,24420,cantidad|cantidades,2
mírame,1592,21736,mírame,1
chris,1593,21736,chris,1
papa,1594,28221,papa|papas,2
quedó,1596,21686,quedó,1
familiar,1597,30121,familiar|familiares,2
desastre,1598,23122,desastre|desastres,2
quedarte,1601,21600,quedarte,1
política,1602,21599,política,1
pedí,1603,21552,pedí,1
will,1606,21495,will,1
enfermedad,1607,27256,enfermedad|enfermedades,2
colega,1609,30150,colega|colegas,2
príncipe,1610,21442,príncipe,1
verde,1611,27194,verde|verdes,2
nervioso,1613,37937,nervioso|nerviosa|nerviosos|nerviosas,4
inspector,1615,23713,inspector|inspectora|inspectores,3
déjeme,1621,21323,déjeme,1
velocidad,1622,22107,velocidad|velocidades,2
total,1623,21653,total|totales,2
cabello,1624,22958,cabello|cabellos,2
suficientemente,1625,21229,suficientemente,1
huella,1626,27509,huellas|huella,2
haberte,1627,21198,haberte,1
debí,1628,21196,debí,1
unidad,1629,29660,unidad|unidades,2
cuchillo,1631,24686,cuchillo|cuchillos,2
tonterías,1636,21068,tonterías,1
emergencia,1637,25995,emergencia|emergencias,2
ryan,1642,20997,ryan,1
show,1643,22738,show|shows,2
robo,1644,24593,robo|robos,2
permitir,1645,63788,permite|permitir|permitido|permiten|permita|permites|permito|permitas|permitan|permitimos|permitiendo|permitieron|permitiremos|permitiera|permitiste|permitida|permitidos|permitidas|permitamos,19
parque,1646,22555,parque|parques,2
uds,1647,24203,uds,2
roto,1648,24107,roto|rotos,2
serie,1649,22307,serie|series,2
evidencia,1652,24804,evidencia|evidencias,2
conocerte,1653,20819,conocerte,1
estúpida,1654,20818,estúpida,1
perdonar,1656,35473,perdone|perdonar|perdonado|perdonen|perdonad|perdonamos|perdonan|perdonada|perdonados|perdonara|perdonaste,11
botella,1657,26730,botella|botellas,2
viento,1658,23910,viento|vientos,2
extraña,1660,20742,extraña,1
tenéis,1663,20682,tenéis,1
apoyo,1665,20893,apoyo|apoyos,2
bala,1666,33065,bala|balas,2
tiro,1668,24823,tiro|tiros,2
época,1669,20604,época,1
puente,1670,22379,puente|puentes,2
olvídalo,1671,20576,olvídalo,1
distancia,1672,21850,distancia|distancias,2
desea,1673,20441,desea,1
dejarlo,1674,20439,dejarlo,1
pelear,1675,42049,pelear|peleando|peleamos|pelean|peleado|pelearon|peleen|peleaste|peleaban|pelearemos|peleemos|pelee|peleaba|peleados,14
echar,1677,49648,echar|eche|echaron|echando|echamos|echemos|echen|echan|echaba|echaste|echaremos|echara|echaran|echad|echaban|echabas|echaras,17
descansar,1678,56881,descanso|descansar|descansa|descanse|descansando|descansen|descansado|descansas|descansan|descansemos|descansaremos|descansamos|descansad,13
américa,1679,20401,américa,1
área,1680,20386,área,1
orgulloso,1681,36825,orgulloso|orgullosa|orgullosos|orgullosas,4
dato,1682,22387,datos|dato,2
espectáculo,1683,20331,espectáculo,1
acabas,1686,20315,acabas,1
verá,1687,20295,verá,1
magia,1688,20292,magia,1
nacional,1689,22774,nacional|nacionales,2
universo,1690,21095,universo|universos,2
nariz,1693,26050,nariz|narices,2
jake,1696,20197,jake,1
vergüenza,1698,20189,vergüenza,1
estarán,1699,20164,estarán,1
monstruo,1700,27885,monstruo|monstruos,2
princesa,1701,21083,princesa|princesas,2
cuidar,1703,54399,cuidar|cuida|cuidando|cuide|cuido|cuidas|cuiden|cuidaba|cuidaremos|cuidad|cuidan|cuidara|cuidamos|cuidada|cuidaste|cuidaras|cuidaron|cuidare|cuidemos,19
huevo,1705,29761,huevos|huevo,2
podrás,1707,20047,podrás,1
enferma,1708,20044,enferma,1
paseo,1709,21373,paseo|paseos,2
detalle,1710,29356,detalles|detalle,2
belleza,1712,21038,belleza|bellezas,2
francia,1713,19957,francia,1
envió,1716,19919,envió,1
ministro,1718,21528,ministro|ministros,2
aceptar,1720,45457,aceptar|aceptado|acepte|aceptamos|aceptan|aceptada|aceptaron|aceptaste|aceptando|acepten|aceptara|aceptaba|aceptadas|aceptaremos|aceptados|aceptaras|aceptemos|aceptaran,18
borracho,1721,30153,borracho|borracha|borrachos|borrachas,4
contrato,1725,23109,contrato|contratos,2
viernes,1726,19829,viernes,1
bobby,1727,19818,bobby,1
martin,1728,19801,martin,1
amy,1729,19792,amy,1
hecho,1732,19742,hechos,1
sociedad,1733,20687,sociedad|sociedades,2
dra,1734,20417,dra,2
inglaterra,1737,19670,inglaterra,1
carga,1738,22149,carga|cargas,2
distar,1739,19621,diste,1
puto,1740,23612,puto|putos,2
presente,1742,23964,presente|presentes,2
conocía,1743,19553,conocía,1
dedo,1745,37474,dedos|dedo,2
oferta,1746,22087,oferta|ofertas,2
sentía,1747,19508,sentía,1
proteger,1748,36324,proteger|protege|protegiendo|proteja|protegen|protejan|proteges|protejo|protegemos|protegeremos|protejas|protegiera|protegiste,13
daniel,1749,19492,daniel,1
datar,1750,19698,date|datan,2
hablé,1752,19472,hablé,1
agradecer,1754,44443,agradezco|agradecido|agradecida|agradecer|agradecemos|agradecidos|agradece|agradezcas|agradezca|agradeces|agradecen|agradezcan|agradecidas|agradeciendo,14
robar,1755,73288,robar|robado|robaron|robando|robaste|robada|robados|roban|robamos|robe|robadas|robaba|roben|robara|robaran|robaremos|robaban|robemos|robaras,19
enamorado,1756,36332,enamorado|enamorada|enamorados|enamoradas,4
oeste,1758,19385,oeste,1
herida,1759,31567,herida|heridas,2
despacio,1760,19378,despacio,1
supe,1762,19311,supe,1
directamente,1763,19298,directamente,1
inmediato,1764,22224,inmediato|inmediata|inmediatos,3
profesional,1765,25043,profesional|profesionales,2
cerdo,1768,25875,cerdo|cerdos,2
líder,1770,19206,líder,1
grave,1771,24830,grave|graves,2
llegué,1772,19194,llegué,1
jurado,1773,20489,jurado|jurados,2
acordar,1775,36231,acuerdas|acuerda|acordamos|acordado|acordar|acuerdan|acordaba|acordaste|acuerde|acordaron|acuerdes|acordando|acordemos,13
ahi,1776,19103,ahi,1
desaparecido,1777,28770,desaparecido|desaparecida|desaparecidos|desaparecidas,4
debió,1778,19085,debió,1
últimamente,1780,19064,últimamente,1
piedra,1781,27887,piedra|piedras,2
éramos,1782,19034,éramos,1
habló,1783,19032,habló,1
charles,1784,19029,charles,1
intención,1788,18986,intención,1
humor,1789,18982,humor,1
dura,1790,18977,dura,1
dará,1791,18969,dará,1
adam,1794,18930,adam,1
and,1795,18928,and,1
ángeles,1796,18922,ángeles,1
querría,1797,18897,querría,1
peso,1800,21449,peso|pesos,2
víctimas,1801,18882,víctimas,1
asesinar,1802,45927,asesinado|asesinada|asesinar|asesinados|asesinaron|asesinaste|asesinadas|asesinando|asesinan|asesinaran|asesine|asesinen|asesinara,13
humana,1803,18861,humana,1
directo,1804,26848,directo|directa|directos|directas,4
central,1805,19818,central|centrales,2
compañeros,1807,18800,compañeros,1
podré,1811,18777,podré,1
oscuridad,1812,18776,oscuridad,1
actuar,1813,34041,actuar|actuando|actuado|actuaba|actuamos|actuaste|actuemos|actuaron|actuara|actuaremos|actuaban,11
comenzó,1816,18749,comenzó,1
regresa,1817,18683,regresa,1
mirada,1819,20796,mirada|miradas,2
kevin,1822,18631,kevin,1
llámame,1824,18616,llámame,1
romper,1826,50151,romper|rompe|rompiste|rompiendo|rompieron|rompa|rompen|rompo|rompes|rompimos|rompan|rompas|rompiera|rompemos|rompamos|romperemos|rompieran,17
fiscal,1828,19902,fiscal|fiscales,2
jardín,1829,18576,jardín,1
cuesta,1832,19151,cuesta|cuestas,2
amenaza,1833,24185,amenaza|amenazas,2
marca,1835,29003,marca|marcas,2
comenzar,1836,77178,comenzar|comienza|comenzado|comenzamos|comenzaron|comenzando|comience|comencemos|comienzan|comiencen|comenzaremos|comienzas|comenzaste|comenzaba|comenzara|comiences|comenzaran|comenzaban,18
ponerse,1837,31256,ponte|ponerse|poneos,3
medicina,1838,23161,medicina|medicinas,2
tomé,1840,18506,tomé,1
precioso,1841,39147,preciosa|precioso|preciosas|preciosos,4
sexual,1842,26820,sexual|sexuales,2
acceso,1843,18823,acceso|accesos,2
necesidad,1844,24285,necesidad|necesidades,2
dueño,1845,18451,dueño,1
merecer,1846,43721,merece|mereces|merezco|merecen|merecemos|merezca|merecer|mereciera|merecida,9
rayo,1847,26060,rayos|rayo,2
mentir,1849,44869,mintiendo|mentir|mentiste|mentido|mintieron|mentimos|mintiera|mintieras,8
imagino,1851,18413,imagino,1
fantasma,1852,28236,fantasma|fantasmas,2
creerlo,1853,18393,creerlo,1
llamé,1854,18365,llamé,1
brian,1856,18329,brian,1
pollo,1858,21028,pollo|pollos,2
varios,1859,18306,varios,1
efecto,1860,27093,efecto|efectos,2
felicidad,1861,33087,felicidad|felicidades,2
espada,1862,21753,espada|espadas,2
relaciones,1863,18244,relaciones,1
entró,1864,18211,entró,1
resultado,1865,35382,resultado|resultados,2
sombrero,1866,21144,sombrero|sombreros,2
menor,1867,24042,menor|menores,2
confía,1876,18059,confía,1
perfectamente,1878,18042,perfectamente,1
harán,1879,18034,harán,1
teatro,1880,18746,teatro|teatros,2
lástima,1884,17994,lástima,1
créeme,1886,17988,créeme,1
responsabilidad,1887,21781,responsabilidad|responsabilidades,2
búsqueda,1888,17965,búsqueda,1
razones,1892,17901,razones,1
eric,1894,17887,eric,1
oler,1897,36305,huele|oler|hueles|huelo|huelen|oliendo|huela|olido|huelan,9
almuerzo,1898,18664,almuerzo|almuerzos,2
ciar,1899,28296,cien|cia,2
adn,1900,17813,adn,1
normalmente,1903,17799,normalmente,1
pastel,1905,22040,pastel|pasteles,2
bastardo,1906,23286,bastardo|bastardos,2
cinta,1907,22871,cinta|cintas,2
pasé,1908,17724,pasé,1
dígame,1909,17694,dígame,1
anna,1910,17680,anna,1
costa,1911,19309,costa|costas,2
levántate,1912,17665,levántate,1
interés,1915,17589,interés,1
enfermero,1916,23618,enfermera|enfermeras|enfermero|enfermeros,4
comienzo,1917,18750,comienzo|comienzos,2
olvidé,1918,17575,olvidé,1
militar,1920,25683,militar|militares,2
polvo,1921,18453,polvo|polvos,2
bello,1922,28869,bella|bello|bellas|bellos,4
quedo,1923,17549,quedo,1
kate,1924,17539,kate,1
voluntad,1926,17758,voluntad|voluntades,2
varias,1927,17536,varias,1
teoría,1928,17535,teoría,1
cuento,1930,22699,cuento|cuentos,2
escenario,1931,18690,escenario|escenarios,2
diario,1932,24634,diario|diarios|diaria|diarias,4
propiedad,1933,22055,propiedad|propiedades,2
agujero,1934,22941,agujero|agujeros,2
aspecto,1935,20377,aspecto|aspectos,2
campamento,1936,18427,campamento|campamentos,2
matarme,1938,17449,matarme,1
metido,1939,18947,metido|metidos,2
ángel,1941,17403,ángel,1
enviar,1942,42477,enviar|enviaron|enviando|enviaste|enviamos|enviaremos|enviara|enviaba|enviaran|enviemos|envie|enviare|enviaban|enviad|envien,15
impresionante,1943,18697,impresionante|impresionantes,2
proceso,1944,18330,proceso|procesos,2
mio,1946,17318,mio,1
fuente,1947,22838,fuente|fuentes,2
alcalde,1948,17299,alcalde,1
carretera,1951,20010,carretera|carreteras,2
desapareció,1952,17273,desapareció,1
desayuno,1953,17709,desayuno|desayunos,2
romo,1955,17473,roma|romo,2
tambien,1958,17234,tambien,1
intentarlo,1959,17231,intentarlo,1
miembro,1960,33684,miembro|miembros,2
jerry,1965,17179,jerry,1
mata,1966,22457,mata|matas,2
valiente,1968,21111,valiente|valientes,2
pecho,1970,22860,pecho|pechos,2
gustó,1971,17068,gustó,1
thomas,1973,17034,thomas,1
periódico,1974,17023,periódico,1
mami,1975,17017,mami,1
washington,1977,17008,washington,1
crear,1981,42899,crear|creado|crean|creando|creamos|crearon|creada|creados|creaste|creadas|crearemos|creaba|creara,13
resolver,1984,34357,resolver|resuelto|resuelve|resolveremos|resuelva|resolviendo|resueltos|resolvamos|resolvemos|resuelven|resuelta|resolviste|resolvimos|resuelvan|resuelvo|resuelves|resolvieron|resuelvas,18
maté,1985,16940,maté,1
guapo,1986,37405,guapo|guapa|guapas|guapos,4
sheriff,1988,17103,sheriff|sheriffs,2
funcionar,1989,54344,funcionar|funcionando|funcione|funcionan|funcionado|funcionaba|funcionara|funcionen|funcionaron|funcionaban|funcionase|funcionamos|funcionaran,13
extra,1990,20326,extra|extras,2
primo,1991,20234,primo|primos,2
manejar,1992,27554,manejar|manejando|manejado|manejaba|maneje|manejan|manejamos|manejaste|manejaremos|manejen|manejada|manejara,12
acto,1994,22983,acto|actos,2
números,1996,16838,números,1
kilómetros,1997,16831,kilómetros,1
andy,1998,16826,andy,1
llevará,1999,16823,llevará,1
rachel,2000,16812,rachel,1
niñas,2001,16789,niñas,1
premio,2002,20705,premio|premios,2
internet,2003,16784,internet,1
harías,2004,16773,harías,1
domingo,2006,20418,domingo|domingos,2
tomas,2007,16764,tomas,1
sensación,2008,16758,sensación,1
alcohol,2009,16755,alcohol,1
tercero,2010,23115,tercera|tercero|terceros,3
antiguo,2013,25586,antiguo|antiguos,2
asustar,2015,47502,asustado|asustada|asustaste|asustar|asustando|asustados|asustan|asuste|asustaba|asustaron|asusten|asustamos|asustadas|asustara,14
sexy,2017,17649,sexy|sexys,2
genio,2018,18473,genio|genios,2
recuperar,2019,30662,recuperar|recuperado|recupere|recuperando|recuperamos|recuperaremos|recuperaste|recuperada|recuperaron|recuperemos|recuperan|recuperen|recuperados|recuperara,14
lengua,2021,18309,lengua|lenguas,2
ladrón,2022,16617,ladrón,1
intenté,2023,16617,intenté,1
examen,2024,16611,examen,1
deprisa,2025,16609,deprisa,1
disparar,2028,60893,disparar|dispararon|disparado|disparen|disparando|dispare|disparaste|disparan|disparamos|dispararan|disparara|disparad|disparaba|disparaban|dispararemos|disparados,16
entrenador,2029,19016,entrenador|entrenadora|entrenadores,3
queso,2030,17384,queso|quesos,2
entero,2031,17929,entero|enteros,2
modelo,2034,21433,modelo|modelos,2
fútbol,2035,16513,fútbol,1
detener,2036,55377,detener|detuvo|detiene|detenga|detengan|detuvieron|detengas|detuve|detenemos|detienen|detuvimos|detienes|detendremos|detengo|detuviste|deteniendo|detuviera|detengamos|detuvieran|detened,20
sábado,2039,16462,sábado,1
talento,2043,19546,talento|talentos,2
